Index       TIME             V(CLK)            V(DONE)           V(INIT)        V(OP_A_3_0_)      V(OP_B_3_0_)        V(RESET)       V(RESULT_7_0_)  
34       1.00013541e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
35       1.00027088e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
36       1.00054183e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
37       1.00108373e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
38       1.00216753e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
39       1.00433512e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
40       1.00867030e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
41       1.01734067e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
42       1.03468141e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
43       1.06936288e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
44       1.13872583e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
45       1.27745172e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
46       1.55490350e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
47       1.99999900e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
48       1.99999901e-08    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.12500000e-02    0.00000000e+00
49       1.99999901e-08    1.77750000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.25000001e-02    0.00000000e+00
50       1.99999903e-08    1.75500000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.50000002e-02    0.00000000e+00
51       1.99999905e-08    1.71000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    9.00000003e-02    0.00000000e+00
52       1.99999910e-08    1.62000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e-01    0.00000000e+00
53       1.99999920e-08    1.44000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    3.60000000e-01    0.00000000e+00
54       1.99999940e-08    1.08000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    7.20000000e-01    0.00000000e+00
55       1.99999980e-08    3.60000000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.44000000e+00    0.00000000e+00
56       2.00000000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
57       2.00000008e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
58       2.00000024e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
59       2.00000056e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
60       2.00000120e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
61       2.00000248e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
62       2.00000504e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
63       2.00001016e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
64       2.00002040e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
65       2.00004088e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
66       2.00008184e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
67       2.00016376e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
68       2.00032760e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
69       2.00065528e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
70       2.00131064e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
71       2.00262136e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
72       2.00524280e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
73       2.01048568e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
74       2.02097144e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
75       2.04194296e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
76       2.08388600e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
77       2.16777208e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
78       2.33554424e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
79       2.67108856e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
80       2.99999900e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
81       2.99999901e-08    1.12500000e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
82       2.99999902e-08    3.37500001e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
83       2.99999904e-08    7.87500003e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
84       2.99999909e-08    1.68750001e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
85       2.99999919e-08    3.48750000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
86       2.99999939e-08    7.08750000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
87       2.99999979e-08    1.42875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
88       3.00000000e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
89       3.00000008e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
90       3.00000024e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
91       3.00000056e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
92       3.00000120e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
93       3.00000248e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
94       3.00000504e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
95       3.00001016e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
96       3.00002040e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
97       3.00004088e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
98       3.00008184e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
99       3.00016376e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
100      3.00032760e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
101      3.00065528e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
102      3.00131064e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
103      3.00262136e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
104      3.00524280e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
105      3.01048568e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
106      3.02097144e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
107      3.04194296e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
108      3.08388600e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
109      3.16777208e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
110      3.33554424e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
111      3.67108856e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
112      3.99999900e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.80000000e+00    0.00000000e+00
113      3.99999901e-08    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.78875000e+00    0.00000000e+00
114      3.99999901e-08    1.77750000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.77750000e+00    0.00000000e+00
115      3.99999902e-08    1.75500000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.75500000e+00    0.00000000e+00
116      3.99999905e-08    1.71000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.71000000e+00    0.00000000e+00
117      3.99999910e-08    1.62000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.62000000e+00    0.00000000e+00
118      3.99999920e-08    1.44000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.44000000e+00    0.00000000e+00
119      3.99999940e-08    1.08000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.08000000e+00    0.00000000e+00
120      3.99999980e-08    3.60000000e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    3.60000000e-01    0.00000000e+00
121      4.00000000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
122      4.00000008e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
123      4.00000024e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
124      4.00000056e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
125      4.00000120e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
126      4.00000248e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
127      4.00000504e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
128      4.00001016e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
129      4.00002040e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
130      4.00004088e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
131      4.00008184e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
132      4.00016376e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
133      4.00032760e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
134      4.00065528e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
135      4.00131064e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
136      4.00262136e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
137      4.00524280e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
138      4.01048568e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
139      4.02097144e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
140      4.04194296e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
141      4.08388600e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
142      4.16777208e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
143      4.33554424e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
144      4.67108856e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
145      4.99999900e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
146      4.99999900e-08    7.03125226e-04    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
147      4.99999900e-08    1.28451832e-03    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
148      4.99999900e-08    2.44730450e-03    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
149      4.99999900e-08    4.77287806e-03    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
150      4.99999901e-08    9.42402517e-03    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
151      4.99999901e-08    1.87263194e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
152      4.99999902e-08    3.73309079e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
153      4.99999904e-08    7.45400836e-02    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
154      4.99999908e-08    1.48958435e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
155      4.99999917e-08    2.97795139e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
156      4.99999933e-08    5.95468546e-01    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
157      4.99999966e-08    1.19081536e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
158      5.00000000e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
159      5.00000007e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
160      5.00000020e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
161      5.00000046e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
162      5.00000099e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
163      5.00000205e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
164      5.00000417e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
165      5.00000840e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
166      5.00001687e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
167      5.00003380e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
168      5.00006767e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
169      5.00013541e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
170      5.00027088e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
171      5.00054183e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
172      5.00108373e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
173      5.00216753e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
174      5.00433512e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
175      5.00867030e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
176      5.01734067e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
177      5.03468140e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
178      5.06936287e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
179      5.13872580e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
180      5.27745166e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
181      5.55490338e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
182      5.99999900e-08    1.80000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
183      5.99999901e-08    1.78875000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
184      5.99999902e-08    1.76625000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
185      5.99999904e-08    1.72125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
186      5.99999909e-08    1.63125000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
